URL,H1,WC_Main,WC_Total,Pricing,Packages,FAQ,Reviews,Images,InternalLinks
"https://www.kassia.ro/","Kassia Events: organizare petreceri pentru copii și decoruri cu baloane",1531,1442,true,false,true,true,42,104
"https://www.kassia.ro/animatori-petreceri-copii-floreasca/","Animatori pentru petreceri de copii în Floreasca",1715,1379,true,false,true,true,27,73
"https://www.kassia.ro/animatori-petreceri-copii-bucuresti/","Animatori pentru petreceri de copii în București și Ilfov",2296,1737,true,true,true,true,26,83
"https://www.kassia.ro/animatori-petreceri-copii/","Animatori pentru petreceri de copii în București și Ilfov",2296,1737,true,true,true,true,26,83
"https://www.kassia.ro/animatori-petreceri-copii-sector-2/","Animatori pentru petreceri de copii în Sector 2",2250,1628,true,true,true,true,27,80
